path,path_length,mpnet_surprise_corr,mpnet_curiosity_corr,paper_surprise_corr,paper_curiosity_corr,surprise_small_jumps_rate,surprise_medium_jumps_rate,surprise_large_jumps_rate,curiosity_small_jumps_rate,curiosity_medium_jumps_rate,curiosity_large_jumps_rate
Animation;The_Lion_King;Television;Technology;Integrated_circuit,5,0.8073645790829069,0.9897769291279881,0.7201609849363538,0.933984782264961,0.0,0.0,1.0,0.0,0.33,0.67
History_of_science;Christopher_Columbus;South_America;Guyana;Georgetown%2C_Guyana,5,0.8004107469344238,0.8378384394197852,0.8620210572770418,0.7811981486272601,0.0,1.0,0.0,0.0,0.67,0.33
Homestar_Runner;Sun;Photosynthesis;Plant;Tree,5,0.9704984204501574,0.8847208687379389,0.889006692584675,0.9867308523273514,0.0,1.0,0.0,0.33,0.67,0.0
Hovercraft;Royal_Navy;Iraq;Mesopotamia;Hammurabi,5,0.9965828657352916,-0.9698930045652606,0.9044567428085698,-0.8143697560398485,0.67,0.33,0.0,0.33,0.33,0.33
Iceland_hotspot;Water;Life;Plant;Weed,5,0.8452913723961414,0.9080372744020379,0.8249311790538364,0.9355409529765543,0.33,0.67,0.0,0.0,0.67,0.33
James_II_of_England;Spain;Madrid;FIFA;FIFA_World_Cup,5,-0.7335224278222914,-0.8875977295871478,-0.8719621853414228,-0.9342999876940239,0.67,0.33,0.0,0.67,0.33,0.0
John_Marshall;England;Winter;Bird;Redwing,5,-0.9917312470637046,-0.8693311013946314,-0.9509104808430775,-0.9847832013535983,0.0,1.0,0.0,0.0,0.67,0.33
Jonah_Lomu;Edinburgh;London;Trafalgar_Square;National_Gallery%2C_London,5,0.9743699776535155,0.8668564156955099,0.8052778597760799,0.7254324767954149,0.0,0.33,0.67,0.0,0.33,0.67
Kashmir_region;United_Nations;Italy;Italian_Renaissance;Renaissance_music,5,-0.7652865720611646,0.9935261480975859,-0.9144110852983767,0.9328193034366076,0.33,0.67,0.0,0.0,1.0,0.0
Krazy_Kat;Nuclear_weapon;Cobalt;Argon;Xenon,5,0.7836595516836345,0.7111828721103841,0.8915653045058489,0.8306277079234748,0.0,0.33,0.67,0.0,0.67,0.33
Krazy_Kat;Nuclear_weapon;Uranium;Periodic_table;Xenon,5,0.9956042776883468,0.991262596192393,0.8387323737253283,0.8916424508011079,0.33,0.33,0.33,0.33,0.33,0.33
Lhasa;Austria;Turkey;Cyprus;Akrotiri_and_Dhekelia,5,-0.8105696122269458,-0.8421222612476813,-0.8514212679266553,-0.8450837901899806,1.0,0.0,0.0,0.0,0.67,0.33
List_of_U.S._states_by_date_of_statehood;American_Civil_War;Europe;Turkey;Byzantine_Empire,5,0.8979254857457122,0.8401759767182879,-0.8569850590024982,-0.7997478552067057,0.33,0.67,0.0,0.0,0.67,0.33
List_of_essential_oils;Biodiesel;Photosynthesis;Hydrogen;Gas_giant,5,0.829534475747994,0.7733030592108046,-0.9082324913892798,-0.8395603342034895,0.33,0.67,0.0,0.67,0.0,0.33
List_of_sovereign_states;List_of_circulating_currencies;<;Time_zone;Earth,5,1.0,1.0,-0.7600054014736612,-0.8879079600627454,0.33,0.33,0.33,0.33,0.33,0.33
Lothal;Climate;Weather;Earth;Mount_Everest,5,0.7296194614931122,-0.9773365344999179,0.9003022080615143,-0.8629475326591168,0.0,0.67,0.33,0.0,0.0,1.0
Lunar_eclipse;Sunlight;Photosynthesis;Plant;Fungus,5,0.7721559635552103,0.7845831333457464,0.7527618182931459,0.7647723279832159,0.0,0.67,0.33,0.0,0.67,0.33
Lunar_eclipse;Christopher_Columbus;Atlantic_Ocean;Ocean;Indian_Ocean,5,0.8850254747958157,0.7002819302635551,0.918685480824589,0.7546803681010953,0.33,0.33,0.33,0.33,0.0,0.67
Mackenzie_River;Pacific_Ocean;Africa;Lion;Antelope,5,-0.9027654475509196,-0.9302004338107999,-0.9790379315736645,-0.9083471059879576,0.33,0.67,0.0,0.67,0.33,0.0
Mancala;Africa;Zimbabwe;Zambia;Lake_Kariba,5,-0.8100997583730141,0.9195740874094086,-0.7995550246025903,0.9008218629694459,0.33,0.67,0.0,0.0,1.0,0.0
Mary_I_of_Scotland;Cholera;Bacteria;Cell_%28biology%29;Organism,5,0.8329866627957897,0.7031876193967049,0.9979717234167693,0.9816586163305788,0.33,0.33,0.33,0.33,0.33,0.33
Mary_I_of_Scotland;Cholera;Bacteria;Virus;Organism,5,0.7995305700580678,0.9800503525505838,0.931897978286921,0.9125163214080383,0.67,0.0,0.33,0.0,0.33,0.67
Mary_I_of_Scotland;Cholera;Bacteria;Cell_%28biology%29;Organism,5,0.8329866627957897,0.7031876193967049,0.9979717234167693,0.9816586163305788,0.33,0.33,0.33,0.33,0.33,0.33
Measles;United_Kingdom;Prime_Minister_of_the_United_Kingdom;List_of_Prime_Ministers_of_the_United_Kingdom;James_Callaghan,5,0.8706141876305217,0.917116804478168,0.88149896889179,0.928683144030781,0.33,0.67,0.0,0.33,0.67,0.0
Measles;United_Kingdom;Prime_Minister_of_the_United_Kingdom;List_of_Prime_Ministers_of_the_United_Kingdom;James_Callaghan,5,0.8706141876305217,0.917116804478168,0.88149896889179,0.928683144030781,0.33,0.67,0.0,0.33,0.67,0.0
Mercantilism;Germany;Netherlands;Dutch_language;Hollandic,5,0.9082081987831411,-0.9610763106856177,0.989267803738663,-0.9559747545512441,0.33,0.67,0.0,0.0,0.33,0.67
Mercia;England;<;United_Kingdom;Constitutional_monarchy,5,-1.0,-0.9999999999999999,-0.7314223874669165,-0.8825731303410134,0.33,0.67,0.0,0.33,0.33,0.33
Miguel_de_Cervantes;Spain;North_Africa;Africa;Mozambique,5,0.8718141681688156,-0.8063892664431219,0.9087849914868045,-0.8616591107316653,0.0,0.33,0.67,0.67,0.33,0.0
Milgram_experiment;United_Kingdom;Hydrogen;Periodic_table;Sodium,5,0.8472610856162796,0.8206127018344299,0.7794128375855438,0.7365199518846709,0.67,0.0,0.33,0.0,0.67,0.33
Milgram_experiment;Jerusalem;Middle_East;United_Arab_Emirates;Emirate,5,0.8630617323140891,0.8845690478301411,0.8149894255350533,0.8894328477224636,0.0,0.33,0.67,0.33,0.33,0.33
Minstrel_show;United_States;China;Mongolia;Mongol_Empire,5,0.8255566395325509,0.9634792644067174,0.9828681093630468,0.7971984947593318,0.33,0.33,0.33,0.0,1.0,0.0
Monoclonius;Canada;United_Kingdom;British_House_of_Commons;Liberal_Democrats,5,0.8952520718648105,0.9748289133772429,0.9775324240003148,0.7060505239334125,0.0,1.0,0.0,0.0,1.0,0.0
Morecambe_Bay;China;God;Allah;Islam,5,0.8475501732794642,-0.9040076792157437,0.8877170368055354,-0.8831776860945194,0.33,0.67,0.0,0.0,0.67,0.33
Mount_Pinatubo;United_States;Great_Lakes;Minnesota;Minneapolis%2C_Minnesota,5,0.850473496685987,0.8943293085478613,0.8073498594124145,0.8573317160578333,0.33,0.33,0.33,0.33,0.67,0.0
Mount_Rushmore;United_States;Judaism;Names_of_God_in_Judaism;God,5,0.874876187243486,-0.9643861930746495,0.7200559653342856,-0.9253831895160891,0.0,0.67,0.33,0.0,1.0,0.0
Mount_Rushmore;United_States;Judaism;Names_of_God_in_Judaism;God,5,0.874876187243486,-0.9643861930746495,0.7200559653342856,-0.9253831895160891,0.0,0.67,0.33,0.0,1.0,0.0
Natalie_Portman;World_War_II;<;World_War_II;Flanders,5,-1.0,-1.0,0.8693981878826198,0.8693981878826198,0.67,0.33,0.0,0.67,0.0,0.33
Netball;South_Africa;<;South_Africa;Cape_Town,5,1.0,1.0,0.9280713329573973,0.9280713329573972,0.67,0.0,0.33,0.67,0.0,0.33
Nintendo;North_America;Rocky_Mountains;Skiing;Snow,5,0.7474316254634031,0.7156503322747213,0.9602517057458562,0.9555954888687455,0.0,0.33,0.67,0.33,0.33,0.33
Nintendo;Asia;Middle_East;Afghanistan;Osama_bin_Laden,5,0.9458984898984085,0.9370349066886894,0.9787026480242654,0.9884968983441417,0.0,0.67,0.33,0.0,0.67,0.33
Nintendo_DS;Europe;Herbivore;Fruit;Apple,5,0.7694682347822103,0.8192482435974412,0.8206596383232676,0.8210398245057131,0.33,0.67,0.0,0.0,1.0,0.0
Nintendo_Entertainment_System;Central_processing_unit;Computer;Boolean_logic;Logic,5,0.8987792523428347,0.900340174648416,0.7716211683088025,0.9324738367294979,0.0,1.0,0.0,0.33,0.0,0.67
Northwest_Africa;Europe;Renaissance;Art;Abstract_art,5,-0.885139650377337,-0.9341994706911056,-0.842498131279563,-0.8722283427177707,0.0,0.67,0.33,0.33,0.0,0.67
Oil_painting;Chemistry;Atom;Quantum_mechanics;Quantum_chemistry,5,-0.9790317917747964,-0.8862251134226651,-0.9345120397089659,-0.7502922443296421,0.67,0.33,0.0,0.0,0.33,0.67
Okapi;Europe;World_War_II;Blitzkrieg;The_Blitz,5,-0.895022685136358,0.8067601286981342,-0.8487808005905331,0.9390735731155574,0.0,0.33,0.67,0.33,0.0,0.67
Ottawa;Cold_War;Soviet_Union;Sputnik_1;Sputnik_program,5,-0.7451525086402453,-0.7326438686806471,-0.7889025651559177,-0.7134170916920761,0.0,0.0,1.0,0.33,0.33,0.33
Pac-Man;United_States;Bald_Eagle;Bird_of_prey;Hawk,5,0.865029448443683,0.8079245503228225,0.9075938663820035,0.9358411358702319,0.33,0.33,0.33,0.33,0.67,0.0
Palestinian_territories;Ottoman_Empire;Europe;Sweden;Viking,5,-0.9133221149488305,0.864371433082588,-0.8559902986856002,0.7261033983767752,0.33,0.33,0.33,0.0,0.33,0.67
Patna;United_States;Republic_of_Ireland;Dublin;Guinness,5,0.9435763380806692,0.8335043156408294,0.996923294284358,0.9118256604774975,0.33,0.33,0.33,0.67,0.33,0.0
Pennine_Way;United_States;Martin_Luther_King%2C_Jr.;Malcolm_X;Muhammad_Ali,5,-0.9077814649007421,-0.7303452470074193,-0.958337189070274,-0.863495251666097,0.33,0.0,0.67,0.0,0.67,0.33
Pterosaur;19th_century;China;Mongolia;Genghis_Khan,5,0.850066735485494,0.8328221169316616,0.9498002698293024,0.7060741981552824,0.67,0.33,0.0,0.0,0.67,0.33
Pterosaur;Brazil;Football_%28soccer%29;England;Football,5,0.7161724262664639,0.8522067546636017,0.8743745483265775,0.7672325904471677,0.0,1.0,0.0,0.33,0.33,0.33
Railway_post_office;United_Kingdom;England;Norfolk;Boudica,5,0.9788516494481303,0.950868921476702,0.9961327466728535,0.9604531780370092,0.33,0.67,0.0,0.0,1.0,0.0
Red_rain_in_Kerala;India;Indian_Ocean;Pacific_Ocean;Palau,5,0.8803896920500901,0.8671622427824803,0.8129081768351496,0.8479295993686129,0.33,0.33,0.33,0.0,0.67,0.33
Richard_Nixon;California;Mining;Mineral;Calcite,5,0.9110777664381423,-0.9315755427331964,0.9725858029114822,-0.9955540525378612,0.0,1.0,0.0,0.33,0.67,0.0
Ringed_Plover;Europe;French_Revolution;Age_of_Enlightenment;Jean-Jacques_Rousseau,5,-0.7614380473536473,-0.8228287549236092,-0.9417739804816436,-0.8212056664493147,0.33,0.67,0.0,0.0,0.0,1.0
Rock_of_Gibraltar;Mediterranean_Sea;<;Europe;Estonia,5,0.9999999999999998,-1.0,0.8437344595396776,-0.9591694651204203,0.33,0.67,0.0,0.33,0.33,0.33
Rococo;Germany;United_States;California;San_Jose%2C_California,5,0.7583584571714881,0.9335223391556253,0.7306594354260528,0.7578988831777521,0.0,1.0,0.0,0.0,0.67,0.33
Shaka;19th_century;Marie_Curie;Physics;Archimedes,5,-0.9462152298020073,-0.9937895384175635,-0.7697623285819054,-0.7765881173188652,0.0,0.33,0.67,0.0,0.67,0.33
Skylark;Europe;United_Kingdom;Jane_Austen;Pride_and_Prejudice,5,-0.7571275043209711,-0.7928228346428827,-0.7975503761223309,-0.7586484174110838,0.33,0.33,0.33,0.0,0.67,0.33
Sociocultural_evolution;Industrial_Revolution;Petroleum;Global_warming;Greenhouse_effect,5,-0.7157280381701536,-0.9432140155552676,-0.8775091742648262,-0.9134225753859518,0.0,0.67,0.33,0.0,0.33,0.67
Spring_Heeled_Jack;Houston%2C_Texas;1973_oil_crisis;United_Arab_Emirates;Emirate,5,0.8112405083237227,0.7548032208187666,0.7469586287185749,0.7090240769689995,0.0,0.0,1.0,0.0,0.67,0.33
Stephen_Harper;The_Beatles;United_Kingdom;English_language;British_English,5,0.7559707502328835,-0.85629065823644,0.8194597535565797,-0.797880162826346,0.33,0.67,0.0,0.0,0.33,0.67
Sumer;Barley;Plant;Weed;Dandelion,5,0.8139288158543525,0.7230220820076809,0.8294237312880867,0.9032541217706039,0.0,1.0,0.0,0.33,0.67,0.0
Superconductivity;Civilization_%28computer_game%29;Microsoft_Windows;GNU;Unix,5,0.8515946386186736,0.7458607413483611,0.7406926455989323,0.7801972021451676,0.33,0.67,0.0,0.33,0.0,0.67
The_Dandy;Dundee;United_Kingdom;University_of_Cambridge;Cambridge,5,0.8181054978697528,-0.9718974364820032,0.7996641686416983,-0.9587189191151109,0.0,1.0,0.0,0.33,0.67,0.0
The_X-Files;United_States;North_Africa;Africa;African_Great_Lakes,5,0.843302745867536,0.768440727640821,0.7186889115425081,0.7739994126541451,0.0,0.0,1.0,0.67,0.33,0.0
Theatre;Brazil;Rainforest;Mammal;Zebra,5,0.8167790246467521,0.9718866009123832,0.7574043896431055,0.9599977711531295,0.67,0.33,0.0,0.0,0.67,0.33
Theatre;Brazil;Amazon_Rainforest;Mammal;Zebra,5,0.8602716882671468,0.9439673147114417,0.9176663517942227,0.8950835113448168,0.0,1.0,0.0,0.0,1.0,0.0
Theatre;Brazil;Amazon_Rainforest;Mammal;Zebra,5,0.8602716882671468,0.9439673147114417,0.9176663517942227,0.8950835113448168,0.0,1.0,0.0,0.0,1.0,0.0
Theatre;United_States;Agriculture;Horse;Zebra,5,0.8053661612439554,0.7385556196273626,0.7907701718275001,0.7709971234707795,0.0,0.33,0.67,0.33,0.67,0.0
Timur;Iron;Universe;Galaxy;Red_dwarf,5,-0.8295236282840308,-0.8660711931080706,-0.7871084854809469,-0.946622842678702,0.67,0.0,0.33,0.0,0.0,1.0
Tourette_syndrome;Psychology;<;Psychology;Noam_Chomsky,5,1.0,-1.0,0.9512161393736178,-0.9512161393736176,1.0,0.0,0.0,0.67,0.33,0.0
Trench_warfare;World_War_I;Italy;European_Union;Portugal,5,0.859040938563899,-0.9618281248375329,0.7354637348772565,-0.7587130132573843,0.0,1.0,0.0,0.67,0.33,0.0
Tutsi;Africa;Zimbabwe;Zambezi;Lake_Kariba,5,0.7975204025270066,0.8921285119429928,0.960731640955326,0.7944093306666375,0.33,0.33,0.33,0.0,1.0,0.0
Uranus;London;Anglicanism;Archbishop_of_Canterbury;Canterbury,5,0.8800001244323873,0.7269051694827869,0.77479395071896,0.7392444679367427,0.0,0.67,0.33,0.0,0.67,0.33
Vincent_van_Gogh;Coal;Iron;Chemical_element;Ununoctium,5,0.9630721133539616,-0.8722105673595266,0.9028709698236335,-0.9579818647743032,0.67,0.33,0.0,0.0,0.67,0.33
Virtuti_Militari;United_Kingdom;England;London;Piccadilly_Circus,5,0.8640281082659585,-0.7629401741696723,0.7822968658117014,-0.7450970329226421,0.33,0.67,0.0,0.0,1.0,0.0
Volcanic_pipe;Magnesium;Chemical_element;List_of_elements_by_name;Americium,5,0.9382240880348025,-0.7904083410565775,0.7956786944293239,-0.866284595361558,0.33,0.33,0.33,0.0,0.67,0.33
Volleyball;Asia;Continent;Africa;Ghana,5,-0.890652450540403,-0.727724173217647,-0.9783492831667756,-0.8148910083118575,0.67,0.33,0.0,0.33,0.33,0.33
WTA_Tour_Championships;Germany;United_Kingdom;Charles_Darwin;The_Origin_of_Species,5,-0.9489221809513467,-0.9245588457278743,-0.8678557935823673,-0.8611964711224963,0.0,0.33,0.67,0.0,0.67,0.33
Wader;North_America;Denmark;Germany;German_language,5,-0.9360877755829244,-0.9665687445850383,-0.8034721164740919,-0.7800723776382021,0.33,0.33,0.33,1.0,0.0,0.0
Warren_G._Harding;Napoleon_I_of_France;Switzerland;Z%C3%BCrich;Geneva,5,0.9335319829878638,0.9312746963647093,0.7735770151054961,0.7492141138677979,0.0,0.33,0.67,0.0,0.67,0.33
Yak;Cheese;United_Kingdom;J._K._Rowling;Harry_Potter,5,-0.9333308152373342,-0.9004918355968511,-0.9220221138276958,-0.8339544356853329,0.33,0.33,0.33,0.0,0.33,0.67
ZX_Spectrum;Poland;World_War_II;<;World_War_I,5,-1.0,1.0,-0.8979881673424943,0.9716916341689611,0.33,0.33,0.33,0.33,0.67,0.0
Rubik%27s_Cube;Communism;Marxism;Libertarianism;Anarchism,5,0.8500636070199615,0.9724793576250433,0.9945078297680168,0.7653361456402992,0.33,0.67,0.0,0.0,0.33,0.67
